x,y
454,1191
455,1191
455,1192
456,1191
456,1191
456,1191
-1,-1
462,1187
462,1188
461,1189
461,1190
462,1190
464,1189
465,1189
466,1188
466,1189
467,1190
467,1191
468,1192
467,1192
467,1193
466,1193
466,1192
465,1192
465,1193
464,1194
462,1195
461,1194
460,1194
458,1195
458,1194
459,1191
459,1190
460,1189
460,1188
461,1187
462,1187
462,1187
462,1187
-1,-1
457,1200
458,1200
461,1199
461,1198
460,1198
460,1199
459,1199
459,1200
460,1201
461,1200
462,1200
464,1201
464,1202
463,1202
462,1203
463,1205
464,1206
465,1208
464,1208
462,1209
463,1209
465,1210
464,1211
464,1212
465,1212
466,1213
465,1214
465,1215
466,1215
467,1216
466,1216
467,1217
466,1217
463,1218
463,1217
462,1215
462,1214
461,1214
461,1215
462,1216
462,1217
461,1218
460,1218
460,1217
459,1216
459,1215
458,1215
458,1214
457,1213
457,1212
458,1212
458,1211
457,1207
457,1206
456,1205
456,1204
457,1200
457,1200
457,1200
-1,-1
422,636
422,636
-1,-1
422.5,635.8
422.5,635.8
-1,-1
422.8,635.8
422.8,635.8
-1,-1
423.8,637.6
423.8,637.6
-1,-1
423.7,638
423.7,638
-1,-1
423.5,638.5
423.5,638.5
-1,-1
424.3,638.6
424.3,638.6
-1,-1
425,638.8
425,638.8
-1,-1
409,643.5
411,643.4
412,643.5
412.8,644
414,643.8
414,641.5
412.7,641.5
412.2,642
412.5,642.6
412,643.1
410.7,643.2
409.8,643
409,643.5
-1,-1
365,700.4
366,699.7
366.5,698.8
365.8,698.7
365.2,699.4
365,700.4
-1,-1
360.2,687.5
360.2,687.5
-1,-1
329.2,683
329.6,682.8
329.7,682
329.2,683
-1,-1
